128.233.18.38 - - [23/Aug/1995:12:17:48 -0600] "GET /~macpherc/images/purpbal.gif" 200 314
128.135.226.119 - - [23/Aug/1995:12:21:37 -0600] "GET /~turner/duesouth2.GIF" 200 106496
srahman.lib.uwaterloo.ca - - [23/Aug/1995:12:23:24 -0600] "GET /~lowey/encyclopedia/icons/index.gif" 200 172
wilma.durham.org - - [23/Aug/1995:12:26:33 -0600] "GET / HTTP/1.0" 200 3411
gatekeeper.agr.ca - - [23/Aug/1995:12:32:39 -0600] "GET /~fowlerdb/winter_wheat/chapt05/cvchpt05.htm" 200 1529
engr90.scudc.scu.edu - - [23/Aug/1995:12:39:00 -0600] "GET /~macphed/finite/fe_resources/fe_resources.html" 200 4498
alice.bennington.edu - - [23/Aug/1995:12:44:36 -0600] "GET /cgi-bin/hytelnet?file=TELNET HTTP/1.0" 200 6904
mackenzie.usask.ca - - [23/Aug/1995:12:47:42 -0600] "GET /cgi-bin/pursuit-beta?MacPhedran HTTP/1.0" 200 14215
broadway.sfn.saskatoon.sk.ca - - [23/Aug/1995:12:51:04 -0600] "GET /~scottp/free.html" 200 6035
vernon-03.junction.net - - [23/Aug/1995:12:54:31 -0600] "GET /library/gic/ejgov.gif HTTP/1.0" 200 5131
silicon.usask.ca - - [23/Aug/1995:12:57:55 -0600] "GET /images/logo.gif HTTP/1.0" 200 2273
sklib.usask.ca - - [23/Aug/1995:13:03:22 -0600] "GET / HTTP/1.0" 200 3411
plume.mit.edu - - [23/Aug/1995:13:07:48 -0600] "GET /~macphed/finite/fe_resources/node46.html" 200 2023
vmse.csd.mu.edu - - [23/Aug/1995:13:10:32 -0600] "GET /search/index.html HTTP/1.0" 200 1086
137.38.84.64 - - [23/Aug/1995:13:13:01 -0600] "GET / HTTP/1.0" 200 3411
149.25.123.33 - - [23/Aug/1995:13:16:27 -0600] "GET /~lowey/Saskatoon/index.html" 200 1574
blackhole.revcan.ca - - [23/Aug/1995:13:19:16 -0600] "GET /~lowey/Saskatchewan/business/other.html" 200 1134
bilbo.ccla.lib.fl.us - - [23/Aug/1995:13:21:42 -0600] "GET / HTTP/1.0" 200 3411
zeus.jpl.nasa.gov - - [23/Aug/1995:13:24:44 -0600] "GET /~ladd/ratite_home.html" 200 3513
ukanaix.cc.ukans.edu - - [23/Aug/1995:13:27:48 -0600] "GET /cgi-bin/hytelnet?file=SITES1 HTTP/1.0" 200 354
baloo.dc.luth.se - - [23/Aug/1995:13:30:44 -0600] "GET /images/logo.gif HTTP/1.0" 200 2273
sahp315.sandia.gov - - [23/Aug/1995:13:33:54 -0600] "GET /~macphed/finite/fe_resources/node103.html" 200 2473
eng35.usask.ca - - [23/Aug/1995:13:36:44 -0600] "GET /images/logo.gif HTTP/1.0" 200 2273
stevepc.mces.msstate.edu - - [23/Aug/1995:13:39:19 -0600] "GET /images/pictures.html HTTP/1.0" 200 651
diana.usask.ca - - [23/Aug/1995:13:41:48 -0600] "GET /search/people_departments.html HTTP/1.0" 200 909
162.35.92.166 - - [23/Aug/1995:13:45:38 -0600] "GET /~turner/duesouth.html" 200 1980
mail.pwgsc.gc.ca - - [23/Aug/1995:13:48:48 -0600] "GET /~lowey/encyclopedia/icons/kevhead.gif" 200 1667
r2d3.sbac.edu - - [23/Aug/1995:13:50:49 -0600] "GET /WebReport/analog/ HTTP/1.0" 200 683
sl02-004.sunbelt.net - - [23/Aug/1995:13:55:57 -0600] "GET /~holtsg/photo/faq.html" 200 42220
pakled.usask.ca - - [23/Aug/1995:14:01:04 -0600] "GET /~funkg/picts/Saskatoon.gif" 200 27583
srv1.freenet.calgary.ab.ca - - [23/Aug/1995:14:04:02 -0600] "GET /~scottp/free.html" 200 6035
ppp22.compumedia.com - - [23/Aug/1995:14:07:18 -0600] "GET /~macphed/finite/fe_resources/fe_resources.html" 200 4498
aec5886.usask.ca - - [23/Aug/1995:14:11:32 -0600] "GET /dcs/courses/cai/html/ HTTP/1.0" 304 0
ag58240.usask.ca - - [23/Aug/1995:14:14:31 -0600] "GET /~funkg/picts/gc_home.gif" 200 58552
abyss.usask.ca - - [23/Aug/1995:14:17:41 -0600] "GET /about_lynx/www_start.html HTTP/1.0" 200 1991
sask.usask.ca - - [23/Aug/1995:14:21:17 -0600] "GET / HTTP/1.0" 200 3411
diana.usask.ca - - [23/Aug/1995:14:25:06 -0600] "GET /departments.html HTTP/1.0" 200 4796
138.29.63.59 - - [23/Aug/1995:14:30:35 -0600] "GET /~macphed/finite/fe_resources/node21.html" 200 3952
venus.usask.ca - - [23/Aug/1995:14:34:50 -0600] "GET / HTTP/1.0" 200 3411
broadway.sfn.saskatoon.sk.ca - - [23/Aug/1995:14:39:31 -0600] "GET /~card/MoRPHeuS.html" 200 5096
sask.usask.ca - - [23/Aug/1995:14:46:48 -0600] "GET / HTTP/1.0" 200 3411
dd01-028.compuserve.com - - [23/Aug/1995:14:50:45 -0600] "GET /~lowey/encyclopedia/icons/index.gif" 200 172
ukanaix.cc.ukans.edu - - [23/Aug/1995:14:55:37 -0600] "GET /cgi-bin/hytelnet HTTP/1.0" 200 1520
pc042102.nlc-bnc.ca - - [23/Aug/1995:14:59:47 -0600] "GET /~turner/duesouth.html" 200 2214
elmscale.watstar.uwaterloo.ca - - [23/Aug/1995:15:06:19 -0600] "GET /images/logo_32.gif HTTP/1.0" 200 1640
ra.cs.ohiou.edu - - [23/Aug/1995:15:08:59 -0600] "GET / HTTP/1.0" 200 3411
edslink3.eds.com - - [23/Aug/1995:15:13:21 -0600] "GET /search/people_uofs.html HTTP/1.0" 200 1261
branford-asy-3.rutgers.edu - - [23/Aug/1995:15:16:55 -0600] "GET /chemistry/tourigny.htm HTTP/1.0" 200 2366
205.230.20.36 - - [23/Aug/1995:15:19:27 -0600] "GET /images/logo.gif HTTP/1.0" 200 2273
mac40212.usask.ca - - [23/Aug/1995:15:22:07 -0600] "GET /images/earth_32.gif HTTP/1.0" 304 0
educ026.usask.ca - - [23/Aug/1995:15:23:54 -0600] "GET /education HTTP/1.0" 302 -
mecheng6.berkeley.edu - - [23/Aug/1995:15:27:30 -0600] "GET / HTTP/1.0" 200 3411
krash.usask.ca - - [23/Aug/1995:15:32:40 -0600] "GET /search/people.html HTTP/1.0" 200 1050
ppl23a.usask.ca - - [23/Aug/1995:15:35:23 -0600] "GET /agriculture/cropsci/cspe_staff.html HTTP/1.0" 200 3347
agengroth.usask.ca - - [23/Aug/1995:15:40:39 -0600] "GET /images/logo.gif HTTP/1.0" 304 0
ppl23a.usask.ca - - [23/Aug/1995:15:43:02 -0600] "GET /~macpherc/images/maple.gif" 200 151
128.255.196.223 - - [23/Aug/1995:15:47:30 -0600] "GET /~luterbac/prices.html" 200 1560
edu266.usask.ca - - [23/Aug/1995:15:51:54 -0600] "GET /education/ HTTP/1.0" 200 7812
199.247.58.41 - - [23/Aug/1995:15:57:00 -0600] "GET /images/logo.gif HTTP/1.0" 304 0
lambda.usask.ca - - [23/Aug/1995:16:00:42 -0600] "GET /~lowey/Saskatoon/icons/bridge.gif" 200 194
eng13.usask.ca - - [23/Aug/1995:16:02:46 -0600] "GET /alternate_views.html HTTP/1.0" 304 0
199.78.224.23 - - [23/Aug/1995:16:06:30 -0600] "GET /~keele/docs/sensei.html" 200 1530
pc233.pm.ucalgary.ca - - [23/Aug/1995:16:10:54 -0600] "GET / HTTP/1.0" 200 3411
freenet.buffalo.edu - - [23/Aug/1995:16:14:29 -0600] "GET /~scottp/freetel.html" 200 5951
slip09.docker.com - - [23/Aug/1995:16:17:41 -0600] "GET /library/gic/v1n1/editE/editE.html HTTP/1.0" 200 6513
lib6.nosc.mil - - [23/Aug/1995:16:20:54 -0600] "GET /~turner/benvic.GIF" 200 28934
eng29.usask.ca - - [23/Aug/1995:16:27:22 -0600] "GET /images/letter_32.gif HTTP/1.0" 200 149
horus.unlp.edu.ar - - [23/Aug/1995:16:32:05 -0600] "GET / HTTP/1.0" 200 3411
eng29.usask.ca - - [23/Aug/1995:16:36:53 -0600] "GET /dcs/courses/cai/html/glossary/link.html HTTP/1.0" 200 1117
ajewell.amsinc.com - - [23/Aug/1995:16:41:55 -0600] "GET /images/prism-small.gif HTTP/1.0" 404 -
o-02.das.mcgill.ca - - [23/Aug/1995:16:44:49 -0600] "GET /cgi-bin/hytelnet?file=CA033 HTTP/1.0" 200 348
192.139.11.203 - - [23/Aug/1995:16:47:08 -0600] "GET /images/logo.gif HTTP/1.0" 304 0
soa006.usask.ca - - [23/Aug/1995:16:52:07 -0600] "GET /images/logo.gif HTTP/1.0" 200 2273
atlantis.unitec.ac.nz - - [23/Aug/1995:16:56:17 -0600] "GET /~lowey/encyclopedia/icons/kevhead.gif" 200 1667
srv1.freenet.calgary.ab.ca - - [23/Aug/1995:17:00:04 -0600] "GET /~scottp/freetel.html" 200 5951
educ3099.usask.ca - - [23/Aug/1995:17:08:51 -0600] "GET /education/ HTTP/1.0" 200 7812
sod.newcastle.edu.au - - [23/Aug/1995:17:14:43 -0600] "GET /~macphed/finite/fe_resources/node49.html" 200 1986
lib7489.usask.ca - - [23/Aug/1995:17:19:07 -0600] "GET / HTTP/1.0" 200 3411
bos1g.delphi.com - - [23/Aug/1995:17:23:01 -0600] "GET /cgi-bin/hytelnet HTTP/1.0" 200 1520
192.100.20.5 - - [23/Aug/1995:17:27:24 -0600] "GET /cgi-bin/hytelnet?file=SITES1 HTTP/1.0" 200 354
wilma.durham.org - - [23/Aug/1995:17:32:16 -0600] "GET /about_lynx/www_start.html HTTP/1.0" 200 1991
cat3.slv.vic.gov.au - - [23/Aug/1995:17:35:22 -0600] "GET /cgi-bin/hytelnet HTTP/1.0" 200 1520
200.13.35.39 - - [23/Aug/1995:17:38:10 -0600] "GET /~macphed/finite/fe_resources/node38.html" 200 1539
wheat.usask.ca - - [23/Aug/1995:17:40:14 -0600] "GET /~fowlerdb/winter_wheat/chapt05/cvchpt05.htm" 200 1529
educ026.usask.ca - - [23/Aug/1995:17:45:25 -0600] "GET /education/ HTTP/1.0" 200 7812
cogito.usask.ca - - [23/Aug/1995:17:54:08 -0600] "GET /search/index.html HTTP/1.0" 200 1086
angie.cc.st-aug.edu - - [23/Aug/1995:17:58:43 -0600] "GET /images/logo.gif HTTP/1.0" 200 2273
freenet3.scri.fsu.edu - - [23/Aug/1995:18:03:52 -0600] "GET /~scottp/free.html" 200 6035
tazzie.usask.ca - - [23/Aug/1995:18:09:31 -0600] "GET /~philmic/mac.html" 200 1123
ust.usask.ca - - [23/Aug/1995:18:16:19 -0600] "GET /~alexson/sbbhp/sbblogo2.gif" 200 6676
www.gnofn.org - - [23/Aug/1995:18:27:26 -0600] "GET /search/index.html HTTP/1.0" 200 1086
becky.iii.net - - [23/Aug/1995:18:32:18 -0600] "GET /~lowey/encyclopedia/icons/kevhead.gif" 200 1667
munch.nuc.umr.edu - - [23/Aug/1995:18:38:15 -0600] "GET /~macphed/finite/fe_resources/node63.html" 200 1925
taco.vt.com - - [23/Aug/1995:18:44:57 -0600] "GET / HTTP/1.0" 200 3411
vyger905.nando.net - - [23/Aug/1995:18:53:39 -0600] "GET /~lowey/Saskatoon/Saskatoon.gif" 200 27583
204.252.44.77 - - [23/Aug/1995:18:56:44 -0600] "GET /~friesend/tolkien/rootpage.html" 200 461
mac40207.usask.ca - - [23/Aug/1995:19:06:03 -0600] "GET / HTTP/1.0" 200 3411
wilma.durham.org - - [23/Aug/1995:19:13:12 -0600] "GET /changes.html HTTP/1.0" 200 1254
munta.cs.mu.oz.au - - [23/Aug/1995:19:20:05 -0600] "GET /~maton/guide.gif" 200 7134
ns1.hiroshima-u.ac.jp - - [23/Aug/1995:19:23:57 -0600] "GET /~macphed/finite/fe_resources/fe_resources.html" 200 4498
gateway.uswnvg.com - - [23/Aug/1995:19:37:04 -0600] "GET / HTTP/1.0" 200 3411
tolima.math.sc.edu - - [23/Aug/1995:19:46:00 -0600] "GET /dcs/courses/cai/html/ HTTP/1.0" 200 1716
www.gnofn.org - - [23/Aug/1995:19:55:05 -0600] "GET /search.html HTTP/1.0" 200 1786
153.18.90.124 - - [23/Aug/1995:20:03:11 -0600] "GET /~macpherc/hibs/results.html" 200 4391
pipe4.nyc.pipeline.com - - [23/Aug/1995:20:12:58 -0600] "GET /cgi-bin/hytelnet?file=WHATIS HTTP/1.0" 200 846
maciif8478k2.pue.udlap.mx - - [23/Aug/1995:20:23:34 -0600] "GET / HTTP/1.0" 200 3411
www-a1.proxy.aol.com - - [23/Aug/1995:20:29:58 -0600] "GET /~lowey/webville/streets/main_north.html" 200 1402
jpowers.illuminet.net - - [23/Aug/1995:20:34:28 -0600] "GET /~luterbac/note2.gif" 200 1077
broadway.sfn.saskatoon.sk.ca - - [23/Aug/1995:20:38:35 -0600] "GET /~scottp/free.html" 200 6035
slip1.vaxxine.com - - [23/Aug/1995:20:46:10 -0600] "GET /~keele/" 200 4794
slip1.vaxxine.com - - [23/Aug/1995:20:50:42 -0600] "GET /~keele/images/karate/sensei/taisbaki.gif" 200 42930
cn.globalx.net - - [23/Aug/1995:20:57:12 -0600] "GET /dcs/courses/cai/html/unix_lesson/account.html HTTP/1.0" 200 1515
portage-pm1-s2.portage.net - - [23/Aug/1995:21:01:23 -0600] "GET /~lowey/Saskatoon/index.html" 200 1574
206.48.60.110 - - [23/Aug/1995:21:08:10 -0600] "GET /~dougallg/tour.html" 200 1103
broadway.sfn.saskatoon.sk.ca - - [23/Aug/1995:21:14:59 -0600] "GET /~fogel/.netscape-bookmarks.html" 200 22027
strata.usask.ca - - [23/Aug/1995:21:24:57 -0600] "GET / HTTP/1.0" 304 0
unix3.netaxs.com - - [23/Aug/1995:21:33:28 -0600] "GET /~medialit/keypal23.htm" 200 1247
mars.ark.com - - [23/Aug/1995:21:39:46 -0600] "GET /dcs/courses/cai/html/introduction_lesson/audience.html HTTP/1.0" 200 1449
detroit.freenet.org - - [23/Aug/1995:21:46:12 -0600] "GET /cgi-bin/hytelnet?file=DIS000 HTTP/1.0" 200 370
dtunex110-132.ucsd.edu - - [23/Aug/1995:21:51:13 -0600] "GET /images/uofs_sign.gif HTTP/1.0" 200 53968
205.184.65.67 - - [23/Aug/1995:21:57:12 -0600] "GET /images/logo.gif HTTP/1.0" 200 2273
sfa.ope.ed.gov - - [23/Aug/1995:22:05:18 -0600] "GET /cgi-bin/hytelnet?file=OP012 HTTP/1.0" 200 1382
fw.ecnz.co.nz - - [23/Aug/1995:22:14:29 -0600] "GET / HTTP/1.0" 200 3411
dp1-004.ppp.iglou.com - - [23/Aug/1995:22:18:57 -0600] "GET /cgi-bin/hytelnet?file=US000OTH HTTP/1.0" 200 49421
eng32.usask.ca - - [23/Aug/1995:22:25:17 -0600] "GET / HTTP/1.0" 200 3411
192.73.61.21 - - [23/Aug/1995:22:36:33 -0600] "GET /Mosaic/Docs/whats-new.html HTTP/1.0" 200 112848
dial012.passport.ca - - [23/Aug/1995:22:47:38 -0600] "GET /cgi-bin/hytelnet?file=TELNET HTTP/1.0" 200 6904
www.gnofn.org - - [23/Aug/1995:22:54:54 -0600] "GET /search/files.html HTTP/1.0" 200 718
criba.edu.ar - - [23/Aug/1995:23:02:00 -0600] "GET /cgi-bin/hytelnet?file=SITES1A HTTP/1.0" 200 554
wilma.durham.org - - [23/Aug/1995:23:10:56 -0600] "GET /about_lynx/www_start.html HTTP/1.0" 200 1991
dd10-049.compuserve.com - - [23/Aug/1995:23:18:08 -0600] "GET /~lowey/encyclopedia/icons/bookshelf.gif" 200 214
skatter.usask.ca - - [23/Aug/1995:23:26:58 -0600] "GET / HTTP/1.0" 304 0
ehdup-a-9.rmt.net.pitt.edu - - [23/Aug/1995:23:37:56 -0600] "GET /~macphed/finite/fe_resources/node50.html" 200 2341
edu232.usask.ca - - [23/Aug/1995:23:42:52 -0600] "GET /education HTTP/1.0" 302 -
ppp28.localnet.com - - [23/Aug/1995:23:55:03 -0600] "GET /dcs/courses/cai/html/glossary/link.html HTTP/1.0" 200 1117
bos1b.delphi.com - - [24/Aug/1995:00:03:49 -0600] "GET /cgi-bin/hytelnet?file=AT000 HTTP/1.0" 200 244
slip38.island.net - - [24/Aug/1995:00:10:13 -0600] "GET /library/gic/ejgov.gif HTTP/1.0" 200 5131
dialip168.gov.bc.ca - - [24/Aug/1995:00:17:11 -0600] "GET /cgi-bin/cusi?query=godfrey%2C+kerry&service=http%3A%2F%2Fcuiwww.unige.ch%2Fw3catalog%3F_cusi-search-term-here_ HTTP/1.0" 302 140
ppp28.localnet.com - - [24/Aug/1995:00:25:26 -0600] "GET /dcs/courses/cai/html/graphics_lesson/anchors.html HTTP/1.0" 200 1456
maui37.maui.net - - [24/Aug/1995:00:32:57 -0600] "GET /images/logo.gif HTTP/1.0" 200 2273
bos1b.delphi.com - - [24/Aug/1995:00:40:01 -0600] "GET /cgi-bin/hytelnet?file=WWW000 HTTP/1.0" 200 1488
194.179.128.3 - - [24/Aug/1995:00:53:05 -0600] "GET /WebReport/analog/ HTTP/1.0" 200 683
civeng70.rug.ac.be - - [24/Aug/1995:01:07:53 -0600] "GET /~macphed/finite/fe_resources/node42.html" 200 1859
ar20009.pc.nus.sg - - [24/Aug/1995:01:22:01 -0600] "GET /~lowey/Saskatoon/index.html" 200 1574
193.226.23.3 - - [24/Aug/1995:01:30:01 -0600] "GET /~macphed/finite/fe_resources/node35.html" 200 1703
alpha6.curtin.edu.au - - [24/Aug/1995:01:35:40 -0600] "GET /~lowey/Saskatoon/education/index.html" 200 1247
193.226.23.3 - - [24/Aug/1995:01:40:19 -0600] "GET / HTTP/1.0" 200 3411
freenet.edmonton.ab.ca - - [24/Aug/1995:01:50:12 -0600] "GET /cgi-bin/hytelnet/ HTTP/1.0" 200 1520
enterprise.powerup.com.au - - [24/Aug/1995:01:55:49 -0600] "GET /images/logo.gif HTTP/1.0" 200 2273
image1.usask.ca - - [24/Aug/1995:02:06:02 -0600] "GET /images/caution_32.gif HTTP/1.0" 304 0
duke.usask.ca - - [24/Aug/1995:02:15:39 -0600] "GET /search.html HTTP/1.0" 200 1786
ak204.du.pipex.com - - [24/Aug/1995:02:30:04 -0600] "GET /~lowey/Saskatoon/index.html" 200 1574
poppy.hensa.ac.uk - - [24/Aug/1995:02:44:08 -0600] "GET /~macpherc/images/redbal.gif" 200 314
marsh.spider.co.uk - - [24/Aug/1995:02:56:23 -0600] "GET /~macpherc/images/hot.gif" 200 1332
hypernet.hyper.gr - - [24/Aug/1995:03:29:16 -0600] "GET / HTTP/1.0" 200 3411
193.63.234.62 - - [24/Aug/1995:03:43:14 -0600] "GET /~macpherc/images/redbal.gif" 200 314
nt22.e-technik.uni-erlangen.de - - [24/Aug/1995:03:51:27 -0600] "GET /~macphed/finite/fe_resources/node65.html" 200 1707
madang.dacom.co.kr - - [24/Aug/1995:04:11:09 -0600] "GET /cgi HTTP/1.0" 404 -
203.254.81.3 - - [24/Aug/1995:04:13:34 -0600] "GET /departments.html HTTP/1.0" 200 4796
203.254.81.24 - - [24/Aug/1995:04:16:24 -0600] "GET / HTTP/1.0" 200 3411
btitus.pr.mcs.net - - [24/Aug/1995:04:22:32 -0600] "GET /cgi-bin/hytelnet?file=SITES1A HTTP/1.0" 200 554
research.gate.nec.co.jp - - [24/Aug/1995:04:30:22 -0600] "GET /~macphed/finite/fe_resources/node1.html" 200 10493
203.254.81.21 - - [24/Aug/1995:04:39:40 -0600] "GET /departments.html HTTP/1.0" 200 4796
fges.demon.co.uk - - [24/Aug/1995:04:49:17 -0600] "GET /~macphed/finite/fe_resources/node57.html" 200 1713
gatekeeper.uk-po.com - - [24/Aug/1995:04:58:37 -0600] "GET /~keele/images/whitebal.gif" 200 203
gatekeeper.icl.co.uk - - [24/Aug/1995:05:13:06 -0600] "GET /~macpherc/images/darren.gif" 200 8442
a2-slip03.iol.ie - - [24/Aug/1995:05:28:12 -0600] "GET /~keele/images/karate/icon/age_uke.gif" 200 216
brian2.ucs.ed.ac.uk - - [24/Aug/1995:05:36:18 -0600] "GET /search/people_uofs.html HTTP/1.0" 200 1261
gxpc44.ast.cam.ac.uk - - [24/Aug/1995:05:42:47 -0600] "GET /~macphed/finite/fe_resources/node123.html" 200 1490
158.64.4.37 - - [24/Aug/1995:05:52:27 -0600] "GET / HTTP/1.0" 200 3411
madang.dacom.co.kr - - [24/Aug/1995:06:02:22 -0600] "GET /cig-bin/hytelnet HTTP/1.0" 404 -
j16.kl2.jaring.my - - [24/Aug/1995:06:14:14 -0600] "GET /images/question_32.gif HTTP/1.0" 200 214
tpdtul1.tpd.tno.nl - - [24/Aug/1995:06:19:16 -0600] "GET / HTTP/1.0" 200 3411
host62.ascend.interop.eunet.de - - [24/Aug/1995:06:26:47 -0600] "GET /~scottp/publish.html" 200 271
its6-1.public.dundee.ac.uk - - [24/Aug/1995:06:40:52 -0600] "GET /~macpherc/hibs/hibs.html" 200 5927
sophocles.algonet.se - - [24/Aug/1995:06:44:35 -0600] "GET /~keele/images/greenbal.gif" 200 326
glaslink.redline.ru - - [24/Aug/1995:06:52:31 -0600] "GET /cgi-bin/hytelnet?file=FRE000 HTTP/1.0" 200 6183
port-8.ppp.powertech.no - - [24/Aug/1995:06:59:31 -0600] "GET /images/logo.gif HTTP/1.0" 200 2273
204.165.132.210 - - [24/Aug/1995:07:04:14 -0600] "GET /lycos/spider-icon.gif HTTP/1.0" 200 881
ccn.cs.dal.ca - - [24/Aug/1995:07:13:59 -0600] "GET /~scottp/free.html" 200 6035
b2ac-04.sucs.soton.ac.uk - - [24/Aug/1995:07:23:27 -0600] "GET / HTTP/1.0" 200 3411
ccshst01.cs.uoguelph.ca - - [24/Aug/1995:07:30:11 -0600] "GET /cgi-bin/hytelnet?file=SITES1 HTTP/1.0" 200 354
bdgsjb.bdg.hw.ac.uk - - [24/Aug/1995:07:36:53 -0600] "GET /~macpherc/images/greenbal.gif" 200 334
ccshst01.cs.uoguelph.ca - - [24/Aug/1995:07:41:29 -0600] "GET /cgi-bin/hytelnet?file=US000 HTTP/1.0" 200 689
b2ac-04.sucs.soton.ac.uk - - [24/Aug/1995:07:47:14 -0600] "GET /~scottp/scotty/" 200 994
198.169.244.51 - - [24/Aug/1995:07:53:26 -0600] "GET /~lowey/Saskatchewan/icons/flag.gif" 200 227
139.127.250.61 - - [24/Aug/1995:07:58:02 -0600] "GET /images/logo.gif HTTP/1.0" 200 2273
pdn1.pdn.sk.ca - - [24/Aug/1995:08:04:46 -0600] "GET /~lowey/Saskatchewan/icons/flag.gif" 200 227
poppy.hensa.ac.uk - - [24/Aug/1995:08:10:17 -0600] "GET /~keele/images/karate/icon/yokogeri.gif" 200 216
poppy.hensa.ac.uk - - [24/Aug/1995:08:14:42 -0600] "GET /~keele/images/karate/sensei/small_shawnh.gif" 200 41364
poppy.hensa.ac.uk - - [24/Aug/1995:08:21:54 -0600] "GET /~keele/images/karate/ma_kick.gif" 200 2144
aleph.ee.tut.fi - - [24/Aug/1995:08:26:41 -0600] "GET /~macphed/finite/fe_resources/fe_resources.html" 200 4498
poppy.hensa.ac.uk - - [24/Aug/1995:08:32:55 -0600] "GET /~macpherc/hibs/past/7_0.html" 200 5616
jimgreer.usask.ca - - [24/Aug/1995:08:36:27 -0600] "GET /images/logo_32.gif HTTP/1.0" 304 0
142.99.28.241 - - [24/Aug/1995:08:38:35 -0600] "GET /cwis_committee/resources/general/growth.txt HTTP/1.0" 200 2371
bocagate.bocaraton.ibm.com - - [24/Aug/1995:08:44:11 -0600] "GET /~macpherc/images/weerobbo.gif" 200 4621
abyss.usask.ca - - [24/Aug/1995:08:47:06 -0600] "GET / HTTP/1.0" 200 3411
ix-dfw9-05.ix.netcom.com - - [24/Aug/1995:08:53:14 -0600] "GET /cgi-bin/hytelnet?file=BBS000 HTTP/1.0" 200 9344
ccshst01.cs.uoguelph.ca - - [24/Aug/1995:08:57:56 -0600] "GET /agriculture/cropsci/cspe_info.html HTTP/1.0" 200 2027
geol39.usask.ca - - [24/Aug/1995:09:03:32 -0600] "GET / HTTP/1.0" 304 0
geol39.usask.ca - - [24/Aug/1995:09:06:37 -0600] "GET /~macpherc/images/darren.gif" 200 8442
sator.bis.uni-oldenburg.de - - [24/Aug/1995:09:11:09 -0600] "GET /cgi-bin/hytelnet HTTP/1.0" 200 1520
oldcolo.com - - [24/Aug/1995:09:14:39 -0600] "GET /~lowey/Saskatoon/icons/citynet.gif" 200 776
150.177.119.15 - - [24/Aug/1995:09:19:40 -0600] "GET /library/gic/ejgov.gif HTTP/1.0" 200 5131
204.166.114.49 - - [24/Aug/1995:09:24:41 -0600] "GET /search/index.html HTTP/1.0" 200 1086
tyndal.usask.ca - - [24/Aug/1995:09:27:15 -0600] "GET / HTTP/1.0" 200 3411
duke.usask.ca - - [24/Aug/1995:09:32:01 -0600] "GET / HTTP/1.0" 200 3411
axp2.umkc.edu - - [24/Aug/1995:09:37:37 -0600] "GET / HTTP/1.0" 200 3411
www-c3.proxy.aol.com - - [24/Aug/1995:09:42:15 -0600] "GET / HTTP/1.0" 200 3411
199.247.17.96 - - [24/Aug/1995:09:46:07 -0600] "GET /~lowey/webville/places/nightclub/index.html" 200 1119
cap1.capaccess.org - - [24/Aug/1995:09:49:04 -0600] "GET /~scottp/free.html" 200 6035
ns.ilk.de - - [24/Aug/1995:09:53:36 -0600] "GET /images/logo.gif HTTP/1.0" 200 2273
gonzo.siast.sk.ca - - [24/Aug/1995:09:56:38 -0600] "GET /departments.html HTTP/1.0" 200 4796
athena.usask.ca - - [24/Aug/1995:10:01:41 -0600] "GET /search/people_uofs.html HTTP/1.0" 200 1261
131.144.82.156 - - [24/Aug/1995:10:04:52 -0600] "GET /images/right_32.gif HTTP/1.0" 200 197
lib74225.usask.ca - - [24/Aug/1995:10:07:47 -0600] "GET /archives/index.html HTTP/1.0" 200 1917
snowflake.usask.ca - - [24/Aug/1995:10:10:56 -0600] "GET /~maton/" 200 1127
131.144.82.156 - - [24/Aug/1995:10:13:39 -0600] "GET /images/pages.gif HTTP/1.0" 200 133
eng11.usask.ca - - [24/Aug/1995:10:17:16 -0600] "GET / HTTP/1.0" 200 3411
ag59047.usask.ca - - [24/Aug/1995:10:24:23 -0600] "GET / HTTP/1.0" 304 0
zarars1s.sbc.com - - [24/Aug/1995:10:28:40 -0600] "GET /images/logo.gif HTTP/1.0" 200 2273
trade1.osc.on.ca - - [24/Aug/1995:10:31:34 -0600] "GET / HTTP/1.0" 200 3411
pc13.fst.tu-harburg.de - - [24/Aug/1995:10:35:12 -0600] "GET /images/logo_32.gif HTTP/1.0" 200 1640
macrencephalus.usask.ca - - [24/Aug/1995:10:39:39 -0600] "GET /images/letter_32.gif HTTP/1.0" 200 149
sunny.bahnhof.se - - [24/Aug/1995:10:44:25 -0600] "GET /~ladd/vet_libraries.html" 200 12018
duke.usask.ca - - [24/Aug/1995:10:49:44 -0600] "GET / HTTP/1.0" 200 3411
culacorine.lis.utk.edu - - [24/Aug/1995:10:55:11 -0600] "GET /~scottp/free.html" 200 6035
bocagate.bocaraton.ibm.com - - [24/Aug/1995:11:00:43 -0600] "GET /~macpherc/images/tspbadge.gif" 200 3282
192.139.11.153 - - [24/Aug/1995:11:03:20 -0600] "GET / HTTP/1.0" 200 0
bcfreenet.seflin.lib.fl.us - - [24/Aug/1995:11:07:47 -0600] "GET /~scottp/free.html" 200 6035
nd124118.global.medtronic.com - - [24/Aug/1995:11:13:47 -0600] "GET /~lowey/encyclopedia/icons/kevhead.gif" 200 1667
203.251.128.90 - - [24/Aug/1995:11:17:45 -0600] "GET /~macphed/finite/fe_resources/node50.html" 200 2341
155.247.59.70 - - [24/Aug/1995:11:22:30 -0600] "GET /~lowey/Saskatchewan/business/other.html" 200 1134
